Toko Fashion,,,,,,,,,,,,,,,,,,,
Order ID,Order Date,Customer Name,City,Product Name,Unit Price,Quantity,Discount (%),Subtotal,Discount Amount,Total Sales,Shipping Fee,Grand Total,Payment Method,,,,,,
ORD02209,11/5/2025 9:20,Citra Kurniawan,Merauke,Kaos Pendek,"88,000",1,0,"88,000",0,"88,000","22,000","578,000",e-Wallet,,FashionHub,4,M,Twill,Pria
ORD02209,11/5/2025 9:20,Citra Kurniawan,Merauke,Hijab,"116,000",2,0,"232,000",0,"232,000","22,000","578,000",e-Wallet,,FashionKita,5,M,Jersey,Pria
ORD02210,7/2/2025 9:29,Eka Hidayat,Jakarta,Celana Jeans,"453,000",1,0,"453,000",0,"453,000","22,000","1,131,000",COD,,FashionKita,5,XXL,Polyester,Wanita
ORD02210,7/2/2025 9:29,Eka Hidayat,Jakarta,Dress Casual,"328,000",2,0,"656,000",0,"656,000","22,000","1,131,000",COD,,FashionKita,5,S,Cotton Combed,Pria
ORD02211,10/23/2025 19:56,Nanda Utami,Merauke,Celana Jeans,"338,000",2,0,"676,000",0,"676,000","22,000","1,136,000",COD,,FashionKita,5,S,Voal,Wanita
ORD02211,10/23/2025 19:56,Nanda Utami,Merauke,Dress Casual,"219,000",2,0,"438,000",0,"438,000","22,000","1,136,000",COD,,OutfitNow,4,M,Stretch Denim,Pria
ORD02212,8/28/2025 10:25,Rizky Puspita,Pangkalpinang,Gamis,"738,000",1,0,"738,000",0,"738,000","24,000","1,174,000",Kartu Kredit,,OutfitNow,4,M,Viscose,Wanita
ORD02212,8/28/2025 10:25,Rizky Puspita,Pangkalpinang,Hijab,"46,000",1,0,"46,000",0,"46,000","24,000","1,174,000",Kartu Kredit,,Toko Fashion App,2,S,Denim,Pria
ORD02212,8/28/2025 10:25,Rizky Puspita,Pangkalpinang,Jaket Bomber,"366,000",1,0,"366,000",0,"366,000","24,000","1,174,000",Kartu Kredit,,Toko Fashion App,2,XL,Rayon,Wanita
ORD02213,8/19/2025 21:47,Hana Nugroho,Bandar Lampung,Kemeja Casual,"297,000",2,0,"594,000",0,"594,000","24,000","2,450,000",COD,,Toko Fashion App,4,M,Satin,Wanita
ORD02213,8/19/2025 21:47,Hana Nugroho,Bandar Lampung,Gamis,"604,000",2,0,"1,208,000",0,"1,208,000","24,000","2,450,000",COD,,Toko Fashion App,4,XL,Voal,Wanita
ORD02213,8/19/2025 21:47,Hana Nugroho,Bandar Lampung,Celana Chino,"312,000",2,0,"624,000",0,"624,000","24,000","2,450,000",COD,,Toko Fashion App,4,XL,Polyester,Pria
ORD02214,1/1/2025 8:59,Budi Wijaya,Manokwari,Celana Pendek,"212,000",1,10,"212,000","21,200","190,800","17,000","643,400",COD,,FashionKita,2,XXL,Chambray,Pria
ORD02214,1/1/2025 8:59,Budi Wijaya,Manokwari,Jaket Bomber,"484,000",1,10,"484,000","48,400","435,600","17,000","643,400",COD,,FashionKita,2,M,Satin,Wanita
ORD02215,10/19/2025 8:20,Indra Ananda,Samarinda,Kaos Pendek,"113,000",2,0,"226,000",0,"226,000","27,000","1,968,000",COD,,FashionKita,2,XXL,Katun,Pria
ORD02215,10/19/2025 8:20,Indra Ananda,Samarinda,Dress Casual,"378,000",2,0,"756,000",0,"756,000","27,000","1,968,000",COD,,StyleMart,2,XXL,Polyester,Pria
ORD02215,10/19/2025 8:20,Indra Ananda,Samarinda,Kemeja Casual,"167,000",1,0,"167,000",0,"167,000","27,000","1,968,000",COD,,StyleMart,2,XL,Polyester,Pria
ORD02215,10/19/2025 8:20,Indra Ananda,Samarinda,Gamis,"792,000",1,0,"792,000",0,"792,000","27,000","1,968,000",COD,,OutfitNow,2,M,Jersey,Pria
ORD02216,2/2/2025 9:07,Eko Pradipta,Kendari,Jaket Denim,"566,000",2,10,"1,132,000","113,200","1,018,800","24,000","1,669,200",e-Wallet,,OutfitNow,2,XL,Rayon,Wanita
ORD02216,2/2/2025 9:07,Eko Pradipta,Kendari,Gamis,"490,000",1,10,"490,000","49,000","441,000","24,000","1,669,200",e-Wallet,,OutfitNow,2,M,Chambray,Pria
ORD02216,2/2/2025 9:07,Eko Pradipta,Kendari,Hoodie,"206,000",1,10,"206,000","20,600","185,400","24,000","1,669,200",e-Wallet,,OutfitNow,2,S,Satin,Wanita
ORD02217,9/11/2025 12:00,Sari Kurniawan,Palu,Cardigan,"202,000",2,0,"404,000",0,"404,000","24,000","1,275,000",Kartu Kredit,,FashionKita,5,XL,Cotton,Pria
ORD02217,9/11/2025 12:00,Sari Kurniawan,Palu,Legging,"153,000",2,0,"306,000",0,"306,000","24,000","1,275,000",Kartu Kredit,,FashionKita,5,L,Satin,Wanita
ORD02217,9/11/2025 12:00,Sari Kurniawan,Palu,Gamis,"541,000",1,0,"541,000",0,"541,000","24,000","1,275,000",Kartu Kredit,,FashionKita,5,XL,Fleece,Pria
ORD02218,6/18/2025 9:14,Citra Rahmawati,Sofifi,Kemeja Formal,"300,000",2,0,"600,000",0,"600,000","22,000","1,086,000",e-Wallet,,FashionHub,3,L,Acrylic,Wanita
ORD02218,6/18/2025 9:14,Citra Rahmawati,Sofifi,Sweater,"232,000",2,0,"464,000",0,"464,000","22,000","1,086,000",e-Wallet,,FashionHub,3,M,Spandex,Wanita
ORD02219,8/19/2025 9:28,Clara Ramadhani,Samarinda,Dress Casual,"362,000",1,0,"362,000",0,"362,000","24,000","1,113,000",e-Wallet,,FashionHub,3,L,Woolpeach,Wanita
ORD02219,8/19/2025 9:28,Clara Ramadhani,Samarinda,Dress Formal,"487,000",1,0,"487,000",0,"487,000","24,000","1,113,000",e-Wallet,,Toko Fashion App,2,L,Katun Oxford,Pria
ORD02219,8/19/2025 9:28,Clara Ramadhani,Samarinda,Kaos Pendek,"80,000",3,0,"240,000",0,"240,000","24,000","1,113,000",e-Wallet,,Toko Fashion App,2,XL,Knitted,Pria
ORD02220,10/19/2025 13:21,Zahra Budiman,Makassar,Dress Formal,"773,000",1,0,"773,000",0,"773,000","27,000","1,940,000",Kartu Kredit,,FashionKita,4,L,Rayon,Wanita
ORD02220,10/19/2025 13:21,Zahra Budiman,Makassar,Dress Casual,"404,000",1,0,"404,000",0,"404,000","27,000","1,940,000",Kartu Kredit,,FashionKita,4,M,Silk Blend,Wanita
ORD02220,10/19/2025 13:21,Zahra Budiman,Makassar,Legging,"146,000",1,0,"146,000",0,"146,000","27,000","1,940,000",Kartu Kredit,,FashionKita,4,M,Katun,Pria
ORD02220,10/19/2025 13:21,Zahra Budiman,Makassar,Cardigan,"295,000",2,0,"590,000",0,"590,000","27,000","1,940,000",Kartu Kredit,,StyleMart,2,XL,Satin,Wanita
ORD02221,9/20/2025 10:32,Fitri Saputra,Manokwari,Cardigan,"283,000",1,0,"283,000",0,"283,000","24,000","1,143,000",COD,,StyleMart,2,XXL,Katun,Wanita
ORD02221,9/20/2025 10:32,Fitri Saputra,Manokwari,Hijab,"101,000",4,0,"404,000",0,"404,000","24,000","1,143,000",COD,,StyleMart,2,XXL,Nylon,Wanita
ORD02221,9/20/2025 10:32,Fitri Saputra,Manokwari,Kaos Polo,"144,000",3,0,"432,000",0,"432,000","24,000","1,143,000",COD,,StyleMart,2,L,Acrylic,Wanita
ORD02222,7/8/2025 10:00,Zahra Kurniawan,Semarang,Celana Pendek,"122,000",3,0,"366,000",0,"366,000","20,000","915,000",Kartu Kredit,,Toko Fashion App,4,L,Knitted,Wanita
ORD02222,7/8/2025 10:00,Zahra Kurniawan,Semarang,Rok Midi,"305,000",1,0,"305,000",0,"305,000","20,000","915,000",Kartu Kredit,,Toko Fashion App,4,L,Ceruty,Wanita
ORD02222,7/8/2025 10:00,Zahra Kurniawan,Semarang,Kemeja Formal,"224,000",1,0,"224,000",0,"224,000","20,000","915,000",Kartu Kredit,,Toko Fashion App,4,L,Polyester,Pria
ORD02223,12/4/2025 14:35,Joko Nugroho,Wamena,Kaos Panjang,"102,000",2,0,"204,000",0,"204,000","24,000","1,443,000",Kartu Kredit,,Toko Fashion App,3,M,Polyester,Pria
ORD02223,12/4/2025 14:35,Joko Nugroho,Wamena,Dress Formal,"893,000",1,0,"893,000",0,"893,000","24,000","1,443,000",Kartu Kredit,,Toko Fashion App,3,M,Twill,Wanita
ORD02223,12/4/2025 14:35,Joko Nugroho,Wamena,Jaket Denim,"322,000",1,0,"322,000",0,"322,000","24,000","1,443,000",Kartu Kredit,,Toko Fashion App,3,L,Linen,Pria
ORD02224,1/10/2025 11:05,Bella Hidayat,Denpasar,Kemeja Formal,"184,000",2,0,"368,000",0,"368,000","24,000","1,089,000",COD,,Toko Fashion App,3,L,Jersey,Pria
ORD02224,1/10/2025 11:05,Bella Hidayat,Denpasar,Kemeja Casual,"209,000",2,0,"418,000",0,"418,000","24,000","1,089,000",COD,,Toko Fashion App,3,S,Sutra,Wanita
ORD02224,1/10/2025 11:05,Bella Hidayat,Denpasar,Cardigan,"279,000",1,0,"279,000",0,"279,000","24,000","1,089,000",COD,,Toko Fashion App,3,M,Denim,Pria
ORD02225,3/17/2025 21:25,Gita Hidayat,Sorong,Hijab,"85,000",2,0,"170,000",0,"170,000","20,000","840,000",Transfer Bank,,FashionKita,5,XL,Twill,Pria
ORD02225,3/17/2025 21:25,Gita Hidayat,Sorong,Rok Midi,"342,000",1,0,"342,000",0,"342,000","20,000","840,000",Transfer Bank,,FashionKita,5,S,Katun,Pria
ORD02225,3/17/2025 21:25,Gita Hidayat,Sorong,Kaos Polo,"154,000",2,0,"308,000",0,"308,000","20,000","840,000",Transfer Bank,,FashionKita,5,XXL,Acrylic,Wanita
ORD02226,2/27/2025 20:05,Dina Halim,Merauke,Rok Midi,"183,000",3,0,"549,000",0,"549,000","24,000","1,088,000",Transfer Bank,,Toko Fashion App,3,S,Ceruty,Wanita
ORD02226,2/27/2025 20:05,Dina Halim,Merauke,Hijab,"49,000",3,0,"147,000",0,"147,000","24,000","1,088,000",Transfer Bank,,Toko Fashion App,3,XL,Twill,Wanita
ORD02226,2/27/2025 20:05,Dina Halim,Merauke,Jaket Denim,"368,000",1,0,"368,000",0,"368,000","24,000","1,088,000",Transfer Bank,,Toko Fashion App,3,XL,Polyester,Pria
ORD02227,11/29/2025 11:16,Yoga Nugroho,Surabaya,Celana Jeans,"590,000",1,0,"590,000",0,"590,000","24,000","2,262,000",Kartu Kredit,,FashionKita,3,L,Polyester,Wanita
ORD02227,11/29/2025 11:16,Yoga Nugroho,Surabaya,Celana Chino,"380,000",2,0,"760,000",0,"760,000","24,000","2,262,000",Kartu Kredit,,FashionKita,3,XL,Polyester,Wanita
ORD02227,11/29/2025 11:16,Yoga Nugroho,Surabaya,Dress Casual,"444,000",2,0,"888,000",0,"888,000","24,000","2,262,000",Kartu Kredit,,FashionKita,3,L,Cotton,Pria
ORD02228,1/20/2025 13:09,Bella Halim,Banda Aceh,Gamis,"560,000",1,0,"560,000",0,"560,000","24,000","1,528,000",COD,,StyleMart,2,L,Stretch Denim,Pria
ORD02228,1/20/2025 13:09,Bella Halim,Banda Aceh,Blouse,"226,000",2,0,"452,000",0,"452,000","24,000","1,528,000",COD,,StyleMart,2,M,Katun,Pria
ORD02228,1/20/2025 13:09,Bella Halim,Banda Aceh,Jaket Bomber,"492,000",1,0,"492,000",0,"492,000","24,000","1,528,000",COD,,StyleMart,2,L,Viscose,Wanita
ORD02229,7/12/2025 14:37,Citra Syahputra,Palu,Rok Midi,"328,000",1,0,"328,000",0,"328,000","27,000","2,304,000",e-Wallet,,Toko Fashion App,1,M,Woolpeach,Wanita
ORD02229,7/12/2025 14:37,Citra Syahputra,Palu,Kaos Panjang,"142,000",2,0,"284,000",0,"284,000","27,000","2,304,000",e-Wallet,,Toko Fashion App,1,M,Satin,Wanita
ORD02229,7/12/2025 14:37,Citra Syahputra,Palu,Blouse,"329,000",1,0,"329,000",0,"329,000","27,000","2,304,000",e-Wallet,,Toko Fashion App,1,L,Nylon,Pria
ORD02229,7/12/2025 14:37,Citra Syahputra,Palu,Gamis,"668,000",2,0,"1,336,000",0,"1,336,000","27,000","2,304,000",e-Wallet,,Toko Fashion App,3,XL,Twill,Wanita
ORD02230,9/28/2025 15:57,Hana Wijaya,Jakarta,Dress Casual,"275,000",1,0,"275,000",0,"275,000","17,000","483,000",COD,,Toko Fashion App,3,S,Katun,Pria
ORD02230,9/28/2025 15:57,Hana Wijaya,Jakarta,Cardigan,"191,000",1,0,"191,000",0,"191,000","17,000","483,000",COD,,Toko Fashion App,3,XL,Viscose,Wanita
ORD02231,7/11/2025 12:10,Eka Pradipta,Banda Aceh,Celana Pendek,"213,000",3,0,"639,000",0,"639,000","24,000","1,337,000",COD,,Toko Fashion App,3,L,Sutra,Wanita
ORD02231,7/11/2025 12:10,Eka Pradipta,Banda Aceh,Sweater,"378,000",1,0,"378,000",0,"378,000","24,000","1,337,000",COD,,FashionHub,1,S,Katun,Wanita
ORD02231,7/11/2025 12:10,Eka Pradipta,Banda Aceh,Hoodie,"296,000",1,0,"296,000",0,"296,000","24,000","1,337,000",COD,,FashionHub,1,L,Knitted,Wanita
ORD02232,10/24/2025 11:40,Dina Hidayat,Mataram,Hijab,"131,000",1,0,"131,000",0,"131,000","17,000","910,000",COD,,Toko Fashion App,1,XL,Polyester,Pria
ORD02232,10/24/2025 11:40,Dina Hidayat,Mataram,Celana Chino,"381,000",2,0,"762,000",0,"762,000","17,000","910,000",COD,,Toko Fashion App,1,XXL,Wool,Pria
ORD02233,4/23/2025 21:24,Sari Pradipta,Jambi,Celana Jeans,"588,000",1,0,"588,000",0,"588,000","24,000","1,350,000",Transfer Bank,,Toko Fashion App,1,XL,Fleece,Pria
ORD02233,4/23/2025 21:24,Sari Pradipta,Jambi,Kaos Polo,"181,000",3,0,"543,000",0,"543,000","24,000","1,350,000",Transfer Bank,,FashionKita,3,L,Ceruty,Wanita
ORD02233,4/23/2025 21:24,Sari Pradipta,Jambi,Legging,"195,000",1,0,"195,000",0,"195,000","24,000","1,350,000",Transfer Bank,,FashionKita,3,S,Twill,Pria
ORD02234,9/22/2025 18:14,Nanda Setiawan,Wamena,Kemeja Casual,"221,000",2,0,"442,000",0,"442,000","27,000","2,154,000",e-Wallet,,OutfitNow,4,L,Stretch Denim,Pria
ORD02234,9/22/2025 18:14,Nanda Setiawan,Wamena,Kaos Panjang,"127,000",3,0,"381,000",0,"381,000","27,000","2,154,000",e-Wallet,,OutfitNow,4,XXL,Polyester,Pria
ORD02234,9/22/2025 18:14,Nanda Setiawan,Wamena,Dress Casual,"413,000",2,0,"826,000",0,"826,000","27,000","2,154,000",e-Wallet,,OutfitNow,4,XXL,Nylon,Wanita
ORD02234,9/22/2025 18:14,Nanda Setiawan,Wamena,Kaos Polo,"239,000",2,0,"478,000",0,"478,000","27,000","2,154,000",e-Wallet,,StyleMart,4,L,Katun,Pria
ORD02235,10/14/2025 13:20,Nanda Iskandar,Jayapura,Kemeja Casual,"207,000",3,0,"621,000",0,"621,000","24,000","1,676,000",Kartu Kredit,,StyleMart,4,L,Katun,Pria
ORD02235,10/14/2025 13:20,Nanda Iskandar,Jayapura,Jaket Denim,"503,000",1,0,"503,000",0,"503,000","24,000","1,676,000",Kartu Kredit,,StyleMart,4,XL,Viscose,Wanita
ORD02235,10/14/2025 13:20,Nanda Iskandar,Jayapura,Kaos Panjang,"176,000",3,0,"528,000",0,"528,000","24,000","1,676,000",Kartu Kredit,,StyleMart,4,M,Polyester,Pria
ORD02236,11/30/2025 17:48,Yoga Utami,Mataram,Cardigan,"359,000",1,0,"359,000",0,"359,000","17,000","565,000",e-Wallet,,FashionHub,1,L,Katun,Pria
ORD02236,11/30/2025 17:48,Yoga Utami,Mataram,Legging,"189,000",1,0,"189,000",0,"189,000","17,000","565,000",e-Wallet,,FashionHub,1,S,Denim,Pria
ORD02237,10/19/2025 13:33,Eka Ramadhani,Surabaya,Kemeja Formal,"306,000",1,0,"306,000",0,"306,000","24,000","1,406,000",Transfer Bank,,FashionHub,1,M,Jersey,Pria
ORD02237,10/19/2025 13:33,Eka Ramadhani,Surabaya,Celana Jeans,"448,000",2,0,"896,000",0,"896,000","24,000","1,406,000",Transfer Bank,,Toko Fashion App,5,L,Knitted,Wanita
ORD02237,10/19/2025 13:33,Eka Ramadhani,Surabaya,Kaos Panjang,"90,000",2,0,"180,000",0,"180,000","24,000","1,406,000",Transfer Bank,,Toko Fashion App,5,M,Spandex,Wanita
ORD02238,6/19/2025 9:58,Clara Maulana,Yogyakarta,Jaket Bomber,"469,000",1,0,"469,000",0,"469,000","27,000","1,656,000",Transfer Bank,,Toko Fashion App,4,L,Katun Oxford,Pria
ORD02238,6/19/2025 9:58,Clara Maulana,Yogyakarta,Dress Formal,"642,000",1,0,"642,000",0,"642,000","27,000","1,656,000",Transfer Bank,,Toko Fashion App,4,XL,Katun,Pria
ORD02238,6/19/2025 9:58,Clara Maulana,Yogyakarta,Kaos Polo,"186,000",1,0,"186,000",0,"186,000","27,000","1,656,000",Transfer Bank,,Toko Fashion App,4,M,Jersey,Pria
ORD02238,6/19/2025 9:58,Clara Maulana,Yogyakarta,Blouse,"332,000",1,0,"332,000",0,"332,000","27,000","1,656,000",Transfer Bank,,Toko Fashion App,4,M,Nylon,Pria
ORD02239,8/7/2025 15:45,Fajar Fauziah,Pontianak,Jaket Bomber,"491,000",1,0,"491,000",0,"491,000","27,000","1,558,000",COD,,Toko Fashion App,4,XXL,Silk Blend,Wanita
ORD02239,8/7/2025 15:45,Fajar Fauziah,Pontianak,Kemeja Formal,"287,000",1,0,"287,000",0,"287,000","27,000","1,558,000",COD,,Toko Fashion App,4,XXL,Lacoste Cotton,Pria
ORD02239,8/7/2025 15:45,Fajar Fauziah,Pontianak,Kaos Panjang,"108,000",1,0,"108,000",0,"108,000","27,000","1,558,000",COD,,Toko Fashion App,4,XL,Rayon,Wanita
ORD02239,8/7/2025 15:45,Fajar Fauziah,Pontianak,Rok Midi,"215,000",3,0,"645,000",0,"645,000","27,000","1,558,000",COD,,OutfitNow,3,S,Polyester,Pria
ORD02240,2/21/2025 8:49,Andi Iskandar,Bengkulu,Kemeja Casual,"242,000",2,0,"484,000",0,"484,000","27,000","2,523,000",COD,,OutfitNow,3,XL,Linen,Pria
ORD02240,2/21/2025 8:49,Andi Iskandar,Bengkulu,Celana Chino,"394,000",2,0,"788,000",0,"788,000","27,000","2,523,000",COD,,OutfitNow,3,XXL,Jersey,Pria
ORD02240,2/21/2025 8:49,Andi Iskandar,Bengkulu,Legging,"204,000",3,0,"612,000",0,"612,000","27,000","2,523,000",COD,,OutfitNow,3,S,Twill,Wanita
ORD02240,2/21/2025 8:49,Andi Iskandar,Bengkulu,Kemeja Formal,"306,000",2,0,"612,000",0,"612,000","27,000","2,523,000",COD,,Toko Fashion App,3,M,Linen,Pria
ORD02241,3/14/2025 8:58,Fitri Budiman,Semarang,Celana Pendek,"167,000",1,0,"167,000",0,"167,000","17,000","799,000",Kartu Kredit,,Toko Fashion App,3,L,Katun Twill,Pria
ORD02241,3/14/2025 8:58,Fitri Budiman,Semarang,Kemeja Casual,"205,000",3,0,"615,000",0,"615,000","17,000","799,000",Kartu Kredit,,Toko Fashion App,3,XL,Polyester,Wanita
ORD02242,5/19/2025 20:33,Qori Halim,Kendari,Celana Pendek,"134,000",1,0,"134,000",0,"134,000","17,000","447,000",COD,,Toko Fashion App,3,M,Linen,Pria
ORD02242,5/19/2025 20:33,Qori Halim,Kendari,Sweater,"296,000",1,0,"296,000",0,"296,000","17,000","447,000",COD,,FashionHub,1,XXL,Katun,Pria
ORD02243,3/10/2025 21:40,Eka Halim,Jayapura,Dress Casual,"444,000",1,0,"444,000",0,"444,000","24,000","1,210,000",e-Wallet,,FashionHub,1,L,Linen,Pria
ORD02243,3/10/2025 21:40,Eka Halim,Jayapura,Celana Chino,"193,000",2,0,"386,000",0,"386,000","24,000","1,210,000",e-Wallet,,Toko Fashion App,4,L,Katun,Pria
ORD02243,3/10/2025 21:40,Eka Halim,Jayapura,Sweater,"356,000",1,0,"356,000",0,"356,000","24,000","1,210,000",e-Wallet,,Toko Fashion App,4,XL,Acrylic,Pria
ORD02244,10/18/2025 18:45,Gita Ananda,Makassar,Kaos Polo,"212,000",2,0,"424,000",0,"424,000","24,000","1,224,000",Transfer Bank,,FashionKita,4,XL,Rayon,Wanita
ORD02244,10/18/2025 18:45,Gita Ananda,Makassar,Cardigan,"317,000",1,0,"317,000",0,"317,000","24,000","1,224,000",Transfer Bank,,FashionKita,4,XL,Katun Twill,Pria
ORD02244,10/18/2025 18:45,Gita Ananda,Makassar,Celana Pendek,"153,000",3,0,"459,000",0,"459,000","24,000","1,224,000",Transfer Bank,,FashionKita,4,XXL,Wool,Pria
ORD02245,6/7/2025 10:35,Eka Puspita,Bandung,Kemeja Casual,"183,000",3,0,"549,000",0,"549,000","27,000","1,506,000",COD,,StyleMart,2,XXL,Katun Pique,Pria
ORD02245,6/7/2025 10:35,Eka Puspita,Bandung,Legging,"133,000",1,0,"133,000",0,"133,000","27,000","1,506,000",COD,,StyleMart,2,XXL,Acrylic,Wanita
ORD02245,6/7/2025 10:35,Eka Puspita,Bandung,Cardigan,"333,000",1,0,"333,000",0,"333,000","27,000","1,506,000",COD,,StyleMart,2,L,Jersey,Pria
ORD02245,6/7/2025 10:35,Eka Puspita,Bandung,Kaos Pendek,"116,000",4,0,"464,000",0,"464,000","27,000","1,506,000",COD,,StyleMart,5,XL,Katun,Pria
ORD02246,6/16/2025 10:49,Zahra Budiman,Pekanbaru,Celana Jeans,"568,000",1,0,"568,000",0,"568,000","17,000","811,000",Transfer Bank,,StyleMart,5,XL,Nylon,Wanita
ORD02246,6/16/2025 10:49,Zahra Budiman,Pekanbaru,Kaos Pendek,"113,000",2,0,"226,000",0,"226,000","17,000","811,000",Transfer Bank,,StyleMart,5,XXL,Wool,Wanita
ORD02247,4/27/2025 18:49,Fajar Fauziah,Padang,Jaket Bomber,"323,000",2,0,"646,000",0,"646,000","24,000","1,413,000",Transfer Bank,,StyleMart,5,L,Jersey,Pria
ORD02247,4/27/2025 18:49,Fajar Fauziah,Padang,Kemeja Formal,"217,000",1,0,"217,000",0,"217,000","24,000","1,413,000",Transfer Bank,,FashionKita,3,XL,Denim,Pria
ORD02247,4/27/2025 18:49,Fajar Fauziah,Padang,Celana Chino,"263,000",2,0,"526,000",0,"526,000","24,000","1,413,000",Transfer Bank,,FashionKita,3,M,Cotton Combed,Pria
ORD02248,2/17/2025 14:13,Ani Utami,Tanjungpinang,Celana Jeans,"351,000",1,0,"351,000",0,"351,000","24,000","1,522,000",Transfer Bank,,StyleMart,5,L,Polyester,Pria
ORD02248,2/17/2025 14:13,Ani Utami,Tanjungpinang,Kemeja Casual,"160,000",1,0,"160,000",0,"160,000","24,000","1,522,000",Transfer Bank,,StyleMart,5,XXL,Twill,Pria
ORD02248,2/17/2025 14:13,Ani Utami,Tanjungpinang,Rok Midi,"329,000",3,0,"987,000",0,"987,000","24,000","1,522,000",Transfer Bank,,StyleMart,5,L,Katun Twill,Pria
ORD02249,11/18/2025 19:45,Hendra Wijaya,Palembang,Rok Midi,"379,000",1,0,"379,000",0,"379,000","24,000","1,230,000",e-Wallet,,OutfitNow,1,S,Stretch Denim,Pria
ORD02249,11/18/2025 19:45,Hendra Wijaya,Palembang,Dress Formal,"474,000",1,0,"474,000",0,"474,000","24,000","1,230,000",e-Wallet,,OutfitNow,1,XXL,Katun,Pria
ORD02249,11/18/2025 19:45,Hendra Wijaya,Palembang,Dress Casual,"353,000",1,0,"353,000",0,"353,000","24,000","1,230,000",e-Wallet,,OutfitNow,1,S,Twill,Wanita
ORD02250,5/7/2025 12:51,Zahra Kurniawan,Mataram,Sweater,"403,000",1,0,"403,000",0,"403,000","24,000","1,763,000",COD,,Toko Fashion App,3,S,Twill,Wanita
ORD02250,5/7/2025 12:51,Zahra Kurniawan,Mataram,Jaket Bomber,"472,000",1,0,"472,000",0,"472,000","24,000","1,763,000",COD,,Toko Fashion App,3,S,Silk Blend,Wanita
ORD02250,5/7/2025 12:51,Zahra Kurniawan,Mataram,Jaket Denim,"432,000",2,0,"864,000",0,"864,000","24,000","1,763,000",COD,,Toko Fashion App,3,XXL,Viscose,Wanita
ORD02251,3/19/2025 19:11,Yani Setiawan,Medan,Hoodie,"393,000",2,0,"786,000",0,"786,000","24,000","1,816,000",COD,,OutfitNow,1,M,Knitted,Pria
ORD02251,3/19/2025 19:11,Yani Setiawan,Medan,Dress Casual,"184,000",2,0,"368,000",0,"368,000","24,000","1,816,000",COD,,OutfitNow,1,L,Polyester,Pria
ORD02251,3/19/2025 19:11,Yani Setiawan,Medan,Gamis,"319,000",2,0,"638,000",0,"638,000","24,000","1,816,000",COD,,OutfitNow,1,L,Denim,Pria
ORD02252,1/25/2025 9:39,Joko Ananda,Samarinda,Celana Chino,"223,000",1,0,"223,000",0,"223,000","17,000","445,000",e-Wallet,,StyleMart,5,XL,Fleece,Pria
ORD02252,1/25/2025 9:39,Joko Ananda,Samarinda,Sweater,"205,000",1,0,"205,000",0,"205,000","17,000","445,000",e-Wallet,,StyleMart,5,M,Katun,Wanita
ORD02253,2/6/2025 19:22,Dewi Wijaya,Sorong,Cardigan,"418,000",1,0,"418,000",0,"418,000","24,000","1,800,000",Transfer Bank,,StyleMart,5,XL,Woolpeach,Wanita
ORD02253,2/6/2025 19:22,Dewi Wijaya,Sorong,Jaket Denim,"386,000",2,0,"772,000",0,"772,000","24,000","1,800,000",Transfer Bank,,OutfitNow,3,XL,Twill,Pria
ORD02253,2/6/2025 19:22,Dewi Wijaya,Sorong,Celana Jeans,"586,000",1,0,"586,000",0,"586,000","24,000","1,800,000",Transfer Bank,,OutfitNow,3,L,Wool,Pria
ORD02254,6/21/2025 11:14,Dina Kurniawan,Tanjung Selor,Blouse,"252,000",1,0,"252,000",0,"252,000","24,000","1,628,000",Transfer Bank,,OutfitNow,3,M,Knitted,Wanita
ORD02254,6/21/2025 11:14,Dina Kurniawan,Tanjung Selor,Jaket Bomber,"330,000",2,0,"660,000",0,"660,000","24,000","1,628,000",Transfer Bank,,OutfitNow,3,XL,Chambray,Pria
ORD02254,6/21/2025 11:14,Dina Kurniawan,Tanjung Selor,Kemeja Formal,"346,000",2,0,"692,000",0,"692,000","24,000","1,628,000",Transfer Bank,,OutfitNow,3,XXL,Katun,Pria
ORD02255,10/13/2025 20:20,Erna Fauziah,Surabaya,Dress Formal,"888,000",1,0,"888,000",0,"888,000","24,000","1,593,000",e-Wallet,,Toko Fashion App,4,L,Satin,Wanita
ORD02255,10/13/2025 20:20,Erna Fauziah,Surabaya,Kemeja Casual,"177,000",1,0,"177,000",0,"177,000","24,000","1,593,000",e-Wallet,,Toko Fashion App,4,L,Nylon,Pria
ORD02255,10/13/2025 20:20,Erna Fauziah,Surabaya,Jaket Denim,"504,000",1,0,"504,000",0,"504,000","24,000","1,593,000",e-Wallet,,Toko Fashion App,4,M,Twill,Pria
ORD02256,5/15/2025 10:23,Aulia Puspita,Bengkulu,Celana Chino,"372,000",2,0,"744,000",0,"744,000","22,000","1,078,000",COD,,StyleMart,1,L,Satin,Wanita
ORD02256,5/15/2025 10:23,Aulia Puspita,Bengkulu,Sweater,"312,000",1,0,"312,000",0,"312,000","22,000","1,078,000",COD,,StyleMart,1,XXL,Katun,Pria
ORD02257,9/24/2025 16:11,Aulia Iskandar,Kendari,Kaos Polo,"177,000",2,0,"354,000",0,"354,000","24,000","1,376,000",COD,,StyleMart,1,XXL,Denim,Pria
ORD02257,9/24/2025 16:11,Aulia Iskandar,Kendari,Kemeja Formal,"252,000",2,0,"504,000",0,"504,000","24,000","1,376,000",COD,,FashionKita,1,L,Twill,Pria
